bedrooms,bathrooms,area,age,price
3,1.75,8250,1954,265000
4,2.25,9100,1977,265000
3,1.75,5999,1985,265000
3,1,11884,1951,260000
3,2,9334,1981,257500
2,1,19965,1952,255000
4,2,8800,1977,254950
2,1,6000,1943,254000
3,2.25,10836,1981,252000
3,2,8400,1967,251000
3,2.25,15340,1997,250000
3,2.5,8400,1990,250000
3,1.75,9600,1966,240000
2,1,5100,1954,235000
2,1,7617,1936,235000
2,1,4500,1917,235000
3,1,7500,1978,230000
2,1,9000,1942,216000
4,1.75,12705,1971,212000
3,1,10200,1962,207000
3,1,10708,1969,205000
2,0.75,11429,1956,204950
2,1,4854,1922,174000
1,1,4400,1922,126000
4,3.5,9567,1946,1650000
4,3,6179,1926,1480000
4,3.75,41263,1990,1250000
4,3.5,16643,1995,1200000
4,3,6541,2007,1090000
4,3.5,6481,2014,1050000
3,2.5,5119,2014,1050000
4,3.75,361548,2000,979500
3,2.5,3750,2014,969950
5,3.25,14342,1968,951000
3,2,2975,1905,950000
3,2.5,8448,2000,950000
4,3.5,11200,2001,935000
4,3.5,3000,2008,905000
5,3,37169,1972,900000
2,1,12775,1908,825000
3,2.5,6240,1957,808000
4,2.75,231739,1999,780000
2,2.5,6750,2012,765000
4,1.75,5000,1917,720000
4,2.25,9780,1975,716000
3,2.5,18455,1977,699000
3,2.5,5497,2001,699000
2,1.75,1207,2007,695000
3,2.25,8327,1978,690000
2,1.5,115670,1991,645000
3,2.5,2550,1990,641250
4,1.75,16120,1969,640000
5,2.5,10087,1967,632000
3,2.5,3141,2003,625000
3,2.5,4550,1928,622500
4,2.5,3640,2005,599000
3,2.5,81892,1985,592000
3,2.75,3885,2002,572000
4,2.5,4602,2003,565000
4,2,9390,1957,552625
5,3.75,4943,2010,551000
4,2.25,40510,1969,545000
5,2.5,10189,2002,540000
4,2,7104,1945,537000
4,2.5,12138,1968,535000
4,2.75,10800,1997,516000
3,2.25,8400,1962,515000
4,2,12620,1972,500000
3,1.75,6360,1959,495500
3,2.25,7335,1983,492000
3,2.25,8588,1989,490000
3,2.5,4512,1988,475226
5,1.75,12342,1942,470000
4,2,17180,1977,470000
4,2.5,47958,1980,465000
4,1.75,50965,1959,457000
4,3,13140,1967,450000
4,3,6977,2003,449950
4,2.5,6000,2008,445000
4,1.75,8132,1974,442200
2,1,88327,1972,435000
3,2,128066,1994,427000
3,2,6346,1934,420000
3,2,1306,2001,418000
3,1,7771,1963,405000
3,3.25,1977,2001,401000
3,2.25,944,2007,388500
3,2.5,4200,2014,387865
4,2.5,11500,1967,380000
1,1,5250,1927,375000
4,2.25,11400,1974,375000
3,1.75,6600,1970,370000
3,2.5,9696,1987,365000
3,2.25,7614,1979,365000
4,2.5,6820,1997,365000
3,2.5,10800,1994,364250
3,3,9600,1981,355000
3,1.75,8173,1958,355000
3,1.75,18123,1983,350000
4,2,11200,1959,342000
3,1.75,10400,1977,340000
4,1,5900,1949,329950
3,2.5,7859,1988,309000
3,2.5,3381,2000,300000
3,1,20812,1927,300000
3,1.75,4850,1978,284000
3,1,7632,1920,278000
3,1,8144,1956,277000
3,2.25,9612,1994,277000
3,1.75,20700,1962,275000
3,1.75,7500,1947,270000
3,2.25,977,2008,268500
3,2.75,1793,2001,268000
5,2.25,8075,1969,265000
3,1,21303,1970,259875
3,1,5700,1953,238000
2,1,5600,1955,235000
4,2.5,8217,1987,234000
3,1.75,10164,1964,230000
3,2,5665,1986,225000
4,1,7000,1963,225000
3,1.5,9225,1955,212000
4,2,8288,1970,211000
3,1,7210,1963,210000
3,1.75,8000,1978,203000
4,1,6061,1945,150550
5,3.5,11979,2008,3170000
5,4.5,142725,2000,1610000
2,2.5,16637,1953,1440000
6,5.25,27490,2007,1280000
4,3.25,19842,1989,1200000
3,2.5,5100,2014,1100000
2,2.25,14864,1947,1070000
2,2,64468,1950,995000
5,3.25,7197,2012,995000
4,2.5,7024,2012,921800
5,2.5,5589,1910,915000
4,2.5,35062,1988,915000
3,2.75,7200,1960,902000
3,2.5,5414,1997,898000
4,2.5,11225,2005,885000
4,3.75,7904,1994,830005
2,2.5,8678,2008,740000
3,2,9732,1967,710000
2,2.5,5001,1972,707000
2,2.5,6600,2010,699800
4,2.5,30000,1981,682000
5,2.5,8968,1965,654000
3,1,8266,1953,650000
3,2.5,31798,1953,640000
4,2.5,6284,2013,636230
3,2.5,6341,1981,625000
2,1.75,4879,1924,577000
4,2.75,4521,2014,564950
3,1.75,3200,1901,550000
4,2.25,10000,1975,546800
4,1.75,8990,1956,545000
3,1.75,4080,1927,541000
3,2,7200,1967,514000
3,2.25,11585,1958,507000
4,2,12000,1998,505000
4,2.5,42646,1989,490000
3,2.25,1062,2014,490000
3,1.75,25157,1978,475000
3,2,8442,1927,456000
4,2.75,117378,1959,455000
3,1.75,61419,1967,450000
3,1.75,8400,1959,439995
3,1.75,7030,1965,439000
3,3,1884,2009,399000
2,2,8251,1941,393820
2,1,8164,1941,390000
3,1.75,10018,1962,389000
5,2.5,11340,1978,380000
5,1.5,9360,1968,375000
3,2.5,4244,2005,370000
4,1,9541,1961,370000
3,1.75,10000,1913,360000
5,2.5,9240,2015,357000
3,1.75,10710,1957,340000
5,2.75,6342,2013,326000
3,2.5,4500,2012,317750
4,1.75,8750,1967,300000
3,1.75,34500,1980,299500
4,3,7650,1964,295000
3,1.75,8400,1954,289000
2,1,4000,1918,286000
3,1.75,5000,1954,285000
2,1,10320,1943,270000
3,2.5,5000,2009,270000
4,2.5,5000,2004,265000
3,1.5,7885,1968,263000
3,2,14046,1933,259000
3,2.25,9516,1978,257000
3,1.5,6604,1918,255000
3,1.5,7384,1959,250200
3,2.5,2802,2004,250000
2,2,3300,2004,222000
4,1.5,8775,1979,215000
2,1,4500,1916,207100
4,1,11730,1960,199000
3,1,9920,1977,179900
2,1,5000,1948,107000
3,1.5,5120,1973,107000
4,3.5,23885,1996,2950000
4,2.25,20400,1966,1650000
4,2.5,7800,2002,1400000
4,3.5,15724,1994,1160000
3,1.75,12220,1965,907000
3,2,6360,1946,810000
3,2.5,9471,1956,800000
6,2.5,12000,1966,779000
4,2.75,15405,1968,769000
3,2.5,9822,1988,766000
4,2.5,4425,2006,693000
5,2.25,4000,1910,682000
5,3,8561,2003,673200
4,2.5,77550,1987,635000
3,1.75,153767,1976,585000
3,3,12556,1976,565000
2,2,1878,2004,548000
4,2.5,8504,1991,545000
4,2.75,6685,2014,533380
4,2.5,21806,1991,533300
3,1.5,3172,1946,524500
3,1.75,53578,1984,509900
2,1,5000,1916,505000
3,1,4360,1929,501000
3,1.75,10454,1978,483000
3,1.5,67269,1949,480000
2,1,7975,1946,475000
4,2.5,5038,2014,471275
2,2.25,1267,2010,461100
2,1,6000,1938,452000
3,1,4000,1923,438000
3,2,11067,1983,434900
3,2.25,7650,1975,419000
4,2.25,12650,1981,415000
3,1.5,9003,1955,415000
3,2.5,6500,2012,409000
4,2.5,9095,1972,405000
3,2.5,3425,1986,402000
4,2.5,5988,2008,400000
3,1.75,8775,1953,380000
3,2,9100,1939,370000
3,2.25,1028,2005,366000
2,1,8250,1955,365000
3,1.75,9150,1959,365000
5,2.5,7292,1990,339950
3,1.75,7500,1966,306000
4,2.5,52272,1978,290000
3,1.75,8000,1978,275000
3,2.25,7651,1986,273000
3,1.5,10115,1957,264950
3,2,5000,1951,260000
3,1.75,8511,1985,260000
3,1.75,8885,1980,244000
1,1,6350,1941,238000
3,1,7800,1954,229000
4,1.75,8000,1959,215000
3,1.75,10488,1952,194000
3,1,4480,1924,642000
5,3.25,7578,2011,890000
5,1.75,38125,1947,380000
4,2.5,8628,1994,348450
3,2,5000,1931,1100000
3,2.25,11060,1964,898000
4,2.5,4011,2005,583000
3,2.25,9969,1985,450000
3,1.5,4590,1949,438924
3,2.25,9370,1992,289950
4,3.25,25470,1923,2950000
4,5,7440,2004,1880000
4,3.75,9231,2001,1440000
4,2,14810,1954,993000
3,1.5,8710,1953,888000
4,2.25,4000,1910,883000
4,2,10800,1925,855000
4,3.25,14219,1979,825000
4,3.5,8059,2012,801000
3,3.5,10223,1994,795000
2,2.5,6928,1949,787500
5,2.75,9130,2004,772500
3,1,6516,1935,750000
3,1.75,8285,1956,750000
4,2.75,3840,1922,749500
5,3.5,16952,1991,738000
4,2.5,5951,2003,728000
3,2.5,16996,1992,725000
3,2,3000,1931,710000
3,1,5355,1929,707900
4,3.5,6175,2001,700000
4,3,6175,2001,680000
4,3,15535,1961,650000
4,2.25,18295,1979,645000
3,2.5,3744,1929,643002
3,2.25,175982,2004,635000
3,3.5,1349,2009,635000
4,2.75,8400,1976,610000
4,2.5,11870,1968,605000
3,1.5,13751,1951,572000
3,1.5,10203,1946,570000
3,2.5,217805,1999,565000
5,1,3240,1914,544500
3,2.5,9972,2006,539000
4,3,5580,1949,530000
4,2.5,14810,1977,515000
2,1,3750,1909,500000
3,1,6120,1941,485000
3,1,3600,1906,477000
3,1.5,5280,1947,475000
3,1,4600,1942,460000
3,1.75,7270,1953,453500
3,1,8800,1968,447000
3,2.25,7371,1979,425000
3,1.75,6000,1952,420000
4,2.5,6322,2011,416000
3,2.5,1991,2014,412000
3,2.5,3200,1999,410000
4,3,7163,2003,409950
3,2.25,7125,1974,392000
2,1,5400,1948,389100
3,2.25,1598,2008,385000
3,1,7740,1909,384950
3,2.25,39848,1958,380000
3,2.5,1064,2004,375000
3,3.25,1442,2006,358000
4,1,8400,1969,351000
4,3,16133,1959,350000
4,2.25,8580,1992,338150
5,3,3868,1990,333800
2,1,4533,1929,330000
5,1,27350,1958,320000
3,1.75,14250,1979,316500
3,2.5,2614,2005,300000
3,2,169448,1962,300000
4,2.5,3600,2006,296000
3,2.5,5025,2010,294900
4,1.75,6720,1954,285000
4,2.75,9658,1966,275436
3,1.75,7210,1974,273148
3,1.5,8375,1927,270000
3,2.5,9743,1996,269950
2,1,8612,1953,269000
2,1,8125,1943,261000
3,3,9600,1988,245000
4,1,24000,1947,235000
3,1,7500,1965,230000
3,2.5,2550,2005,207000
4,1,7980,1944,165000
3,1,8400,1959,105000
4,2.25,22863,1907,2350000
4,3.25,20388,1990,1350000
4,3.25,26162,1997,1210000
4,2.5,10602,1999,1140000
4,2.5,6820,1947,998000
5,2.75,7062,2014,919950
3,2.5,7200,1996,836500
4,2.5,52707,1999,813000
4,3,4560,1925,785950
3,1.75,5600,1941,779000
3,2.25,4200,1939,727000
4,2.5,29163,1993,715000
4,2.75,41811,1995,710000
4,3,9318,2001,705000
3,1.75,7668,1968,700000
5,3.25,9780,2007,695000
3,1.75,4400,1941,690000
4,3.5,47480,2003,665000
3,2.5,15536,1996,665000
3,1.75,858,2014,620000
3,2.5,3128,2009,615000
3,2.5,3667,2008,605000
3,2.25,5562,1979,600000
2,1.75,5562,1916,597000
4,2.5,4080,1912,591500
3,2.5,4799,1996,589000
3,2.5,4337,2004,589000
4,2.5,6479,2005,585000
3,1.75,5500,1953,577000
2,1,5040,1961,555950
2,1,11165,1921,549000
3,2.5,1845,2009,545000
3,2.5,5000,1990,540000
2,1.25,1569,2009,540000
3,2,209088,1993,539000
2,2,5133,1939,535000
2,2.5,2983,2006,530000
2,2.25,1210,2005,522500
4,2.5,9750,1983,518000
3,2.25,54014,1962,514000
3,1.5,11250,1955,499950
3,3,1850,2007,497000
2,1.5,6250,1937,495000
2,2.25,1137,2007,481000
3,2.5,4488,1999,480000
4,1.5,7800,1928,477000
4,1,6000,1950,475000
3,1.5,13457,1959,475000
3,2.25,990,2008,467000
3,2.25,50965,1979,460000
3,2.5,3827,2005,449000
3,2.5,4670,1998,441500
4,1.5,6460,1970,435000
3,1,4160,1926,425000
2,1,5368,1953,420000
2,1,3200,1910,415000
3,2.5,6054,2005,410000
2,1,7440,1948,408000
5,2,8230,1962,407500
3,2.25,1448,2005,407000
3,2.25,14258,1987,400000
3,1,6947,1947,390000
3,2.25,4667,2009,382000
3,3.25,1468,2009,380000
2,1,4050,1950,375000
4,2.5,13445,1990,360000
3,2.5,3584,2003,345000
3,2.5,5992,2001,345000
4,2.25,24700,1974,340000
2,1,7250,1943,330000
3,2.25,8379,1994,328000
4,2.25,4500,2004,321000
3,2.25,8909,1988,318000
6,3.5,5840,1979,317000
1,1,6000,1918,310000
3,2.25,7350,1980,298700
3,1.75,10742,1971,296000
3,1.75,41550,1933,295500
4,3,7264,1920,265000
4,2,8400,1962,258750
3,2.5,6930,1994,258000
3,1,7850,1910,257000
3,1,5000,1960,249900
3,2.5,2138,2005,237000
3,1,6120,1937,225000
5,4.75,13873,1989,3300000
4,3.75,34982,1998,1680000
6,3.25,14150,1936,1250000
2,3,3600,1927,1050000
4,4.25,19168,1944,980000
6,2.25,11180,1962,887000
6,2.5,12978,1967,838300
3,2,2640,1914,808250
4,2.25,8734,1961,802000
3,2.5,23550,1987,770000
4,2.5,10764,1971,765000
4,1.75,7960,1955,735000
4,2.5,6600,2000,666500
3,2.5,5000,1918,666000
3,2,6440,1940,651000
4,1.75,7350,1958,645000
3,2.75,3600,1901,625000
4,3,4140,1902,624000
5,3.5,5008,2013,616950
4,1.75,9848,1967,606150
5,1.75,53578,1976,575000
4,2.5,6181,2000,568500
5,3.5,11675,1948,565000
3,1.75,383328,1980,560000
3,2.5,7584,1988,555000
4,3,5000,1916,550000
4,3.5,6005,2010,540000
4,2.5,9248,2011,540000
3,1,40259,1977,535000
3,1.75,7770,1967,530000
3,2,17700,1965,530000
5,1.75,8580,1962,528000
4,2.25,19436,1987,527000
4,2.5,39049,1953,515000
3,1,6000,1950,507000
3,1.5,217800,1981,505000
3,2.5,1545,1998,504500
3,2.5,1728,2000,499000
3,2.25,8446,1978,469000
5,3.5,9497,2014,450000
1,1,6567,1940,440000
4,2.5,1994,2014,439990
3,2.25,4551,1928,439000
4,2.5,8545,2004,438000
3,2,5040,1977,434900
3,1.75,9450,1919,433500
3,2,2250,1988,422500
3,2,15426,1968,406430
3,1,7210,1963,383001
3,1.75,11224,1947,375000
1,1,533610,1950,375000
3,1.75,7811,1976,373000
4,2.75,9426,1965,368000
3,2.5,1761,2003,365000
3,2.75,955,2004,362000
3,2.25,1087,2005,355000
3,2.25,10290,1984,350000
3,1,10800,1959,350000
2,1.75,1066,2006,335000
4,1,9384,1948,325000
1,1,1942,2009,325000
3,1,9750,1968,322500
4,2.5,7093,1999,310000
3,2,6092,1998,295000
3,1,4268,1953,285000
5,2.25,13000,1961,277554
3,1.5,7620,1956,275000
3,2.25,10000,1988,266750
4,2.25,7524,1978,263850
3,2,8069,1990,240000
5,1,19040,1961,230000
3,2,7332,1987,230000
3,2,9900,1943,229000
4,1.5,7944,1961,219000
3,1,22443,1972,201000
1,1,5000,1908,185000
1,1,4560,1922,170000
3,1,6776,1952,150000
2,1,6426,1944,100000
5,3.75,9240,1991,1580000
3,3.25,8505,1922,1500000
3,2.75,38869,1963,1340000
4,2.75,7750,1958,1100000
4,3.25,11200,2002,1030000
4,3.25,982998,1992,998000
3,3.75,34412,1978,998000
4,2.5,183387,2000,975000
6,1,5000,1920,950000
5,2.5,96574,1988,930800
4,1.75,5400,1924,863000
4,2.5,6315,2000,852500
4,2.75,13412,1993,835000
3,3.25,7639,1999,817500
4,4,6000,1962,777000
5,2.25,13630,1989,749999
4,2,4400,1922,740000
3,2.5,9916,1989,700000
3,3.75,3600,1927,695000
3,3.25,12100,1984,695000
4,3,4400,1921,665000
3,1.5,5040,1907,659000
4,2.5,9517,1984,655000
4,2.5,3139,1940,650000
3,2,17006,1913,649000
3,2,7104,1945,643500
3,1.75,20588,1970,625000
6,3,31920,1980,624500
3,1.75,8117,1978,583500
4,2.5,8190,1971,569500
3,2.25,8800,1969,565000
3,2.5,5500,1983,562000
3,3,5040,2005,552100
3,2.5,1889,2009,540000
3,1.5,4290,1955,525000
4,2,10735,1967,525000
5,2.75,8861,1979,519000
4,1.75,9600,1955,508450
4,2.5,18001,1994,500000
3,2.25,7447,1985,500000
3,2.5,9015,1990,485000
6,4.5,7500,1966,482500
3,1,6360,1954,460000
3,1.75,8250,1960,460000
4,1,7689,1977,456000
5,2.25,28212,1978,455000
3,2.5,43733,1991,454000
4,2.5,9017,2013,447500
3,2.25,205603,1983,437500
4,2.5,6000,2000,428400
3,2.25,1486,2006,419700
2,1,4323,1942,405000
4,2.5,9136,1997,405000
4,2.5,13780,1993,403950
6,3,15600,1977,400000
3,2,2506,2003,395000
3,2.5,4515,2005,389000
4,1.75,11090,1962,383000
2,2,4447,2004,381000
3,1.75,9417,1936,375000
4,2.25,7245,1950,375000
4,1.75,6834,1948,375000
2,2.25,1695,2009,374000
4,2.5,8666,1992,370000
2,2.25,696,2009,345000
3,1,7228,1946,340000
3,1.75,16105,1982,307000
3,1,8658,1955,306000
3,2.5,5700,2010,303700
4,2.5,5730,2003,299900
3,1.75,9486,1971,295000
4,2.5,6944,1979,287500
2,1,4662,1942,280000
4,1.75,8700,1975,275000
3,2,3500,1971,275000
3,1,4592,1950,260000
3,2.5,2500,2006,260000
3,2.25,11800,1977,251700
4,2.25,9113,1986,245000
3,1.5,10517,1957,233500
2,1,12092,1922,232000
4,2.5,6675,1997,215000
3,1.5,9484,1969,210000
2,1,5985,1944,200000
2,1,9370,1947,180000
3,1,7314,1960,125000
2,1,5000,1942,724000
2,1.5,1200,2000,320000
2,1,9330,1941,255000
3,1.75,12026,1948,248500
2,1,6000,1943,190000
4,1,8400,1954,401500
3,2.5,2792,2011,379900
4,3,6990,1928,1240000
5,3.5,17841,1990,1020000
4,2.5,3600,1906,1000000
4,3,19700,1987,988000
4,2.5,6055,2014,923990
4,2.75,9085,1961,920000
4,2.5,10250,1946,905000
4,2.5,4950,1906,865000
5,3.5,4911,2014,834950
3,2.25,6000,1948,834500
5,2.75,6000,1902,750000
3,1.75,16200,1958,685650
3,2.5,9096,2013,675900
4,2.75,35380,1982,657000
3,1.75,5000,1948,635000
4,2.5,4727,1999,630000
3,2,42800,1983,615000
3,2.25,45234,1985,615000
2,1,6450,1920,590000
3,2.5,4438,2004,581000
2,1.5,6000,1944,580000
3,1.75,11141,1968,575000
3,1.75,40392,1986,570000
4,2.5,9163,1961,550000
4,3,6678,1949,550000
3,2.75,14400,1977,550000
3,2.5,3200,1923,539000
4,2.5,3515,2000,536500
3,1.5,3135,1944,499000
4,2.5,6382,2007,492000
3,2.5,5867,2011,485000
3,2.5,2890,2004,475000
4,2.5,7800,1986,470101
3,2.5,3000,1985,435000
3,2.25,10500,1974,425000
3,2.5,3986,1999,423700
4,2.25,8000,1970,415000
4,1.75,9176,1957,402000
4,2.25,53578,1985,379500
3,1,10125,1956,362000
1,2.25,10600,1927,360000
4,1.75,9244,1991,359000
4,2.5,5015,2004,352000
3,1,8551,1953,350000
3,1,9134,1972,343000
4,2.25,8400,1960,340000
2,1,69260,1937,335000
3,2.25,8755,1981,327500
3,1.75,14850,1963,323000
4,2.25,8000,1973,311000
2,1,27007,1943,303000
3,1,6300,1957,300000
4,2,8750,1967,300000
3,2.5,8541,1989,299990
3,1.75,7006,1992,285000
3,2.5,3629,2005,285000
3,1.5,974,2003,281000
3,1.75,9253,1981,274000
3,2.25,8400,1965,270000
1,1,5196,1911,270000
3,1.75,5546,1987,268000
2,1,5150,1951,267500
3,1.5,4000,1952,267000
3,2.5,2500,2006,265000
3,1.5,7000,1983,260000
2,1,9497,1950,257000
3,2,11161,1998,250000
3,1.75,12125,1981,243000
3,1,7800,1948,240000
3,1.75,7830,1980,237500
2,1,8494,1949,237500
3,1,7200,1977,210000
3,1,8108,1955,200000
3,1,8470,1961,169950
4,4.75,25412,1999,1680000
4,4.25,5432,1998,1500000
4,3.25,5164,1925,1350000
5,2.5,7863,1959,1310000
4,1.75,6500,1941,1140000
4,4,8899,2006,1100000
3,1.75,24586,1983,990000
4,2.5,11049,1989,975000
4,3,44431,1981,950000
4,2.5,11422,1989,925000
5,2.25,9000,1987,898000
2,1.75,3618,1950,895000
3,3.5,145054,1999,830000
5,3.5,12957,2005,818500
4,2.5,10159,1991,812500
4,3.25,3000,2001,796000
4,2,5400,1900,783200
4,2.5,7806,2005,782500
4,2.5,5280,2003,760000
3,2.5,10000,1957,760000
5,2.75,9200,2014,738515
3,3,4972,2006,731781
3,2.5,7200,2001,718000
3,2.75,11957,1978,698000
4,2.5,6961,2005,697000
2,1.75,4000,1953,689000
4,3.5,3474,2011,665000
3,2.5,11250,2005,660000
4,3.5,33106,2004,655000
4,2.5,9959,1989,648000
4,2.5,220308,2000,620000
4,3.5,6829,2014,600600
3,1.75,37461,1967,570000
5,4.25,7805,2014,569950
5,3,6380,1987,559900
3,1.5,5750,1947,550000
4,3.25,5012,2008,548000
4,2.5,6937,2009,544999
3,1.75,9860,1978,539000
6,1.75,6000,1913,535000
4,2.5,6163,2000,527000
2,1.75,1368,2006,520000
4,2.5,7200,1968,495000
3,2.5,3711,1996,472500
5,4,7200,2011,465000
3,2.5,17108,1991,463000
3,2,7350,1979,460000
3,2.5,5205,2013,456000
7,4,7800,2013,450000
3,1.75,7800,1968,445950
5,2,8316,1961,437000
3,2.5,8867,1984,432500
2,1,3600,1922,429000
3,1.75,6840,1957,425000
3,1.5,13709,1955,425000
3,1.75,8558,1982,420000
3,1.75,5355,1956,405000
5,2,6420,1964,399950
3,1.75,8480,1969,397500
4,1,8320,1946,395000
3,2.25,10256,1987,393000
6,4,7416,1969,385000
2,2.5,114127,1975,380000
4,2.75,24800,1971,375000
3,2.5,11562,1964,374950
4,2.5,5811,2005,374500
3,1.75,6975,1979,359950
3,2.75,4632,2002,350000
3,1,9198,1968,347000
3,1.75,7500,1978,344950
4,2,9100,1967,330000
3,2.5,9825,1994,325000
3,1,7173,1972,310000
3,1.5,8414,1967,301000
3,1.75,51836,1966,300000
2,1.75,6500,1925,295000
3,2,6498,1986,290000
3,1.5,22486,1968,289000
2,1,4800,1947,280000
3,1,15975,1952,279000
5,1.5,6300,1959,272000
3,1,14110,1972,270000
3,2,10850,1994,234950
3,1,8906,1968,234000
2,1,7716,1944,229950
2,1,5800,1942,222900
3,1.5,9273,1968,222000
5,1,8382,1918,220000
3,1,9147,1900,214000
3,1,8800,1968,205000
4,2,8116,1943,199500
4,1,18581,1924,180000
3,2.5,7200,1985,158000
2,1,20524,1949,154000
5,3.5,4060,1917,1290000
5,4.5,4426,2001,1230000
5,3.25,19606,1993,1200000
3,2.75,12600,1941,900000
4,1,4600,1906,875000
4,2,41147,1990,870000
4,2.5,9800,2014,810000
4,2.5,18903,1994,745000
2,1.75,95950,2012,730000
3,3.25,25741,1993,720000
3,1.75,4125,1917,710500
4,2,8160,1949,635000
3,2.25,1429,2007,620000
5,3.25,4832,2014,616200
3,2.75,3320,1927,613200
4,2.5,35010,1993,590000
4,2,12753,1962,585000
4,2.5,15200,1975,585000
4,2.25,36465,1980,580000
2,2.5,1051,2009,579000
3,3,1902,2014,566950
3,3,70567,1966,550388
2,1,4000,1940,549950
3,2.5,8690,1974,549950
4,2.5,110642,1979,535000
4,2.25,54450,1983,526000
3,1.75,26500,1948,525000
2,1,3360,1924,525000
4,1.75,7980,1965,515000
3,1.75,11950,1984,510000
4,2.5,7200,1978,506500
3,3,2750,1983,498000
3,1.75,11120,1984,490000
5,2,5508,1968,485000
3,2.5,51836,1976,485000
2,1.75,4555,2005,473000
5,3.75,6901,2003,470000
4,1,4500,1905,462500
3,1,47044,1968,450000
4,2.5,81892,2000,445000
3,2.5,9592,1993,441500
3,1.75,7820,1981,440000
2,1,6500,1918,431000
4,2.5,5088,2007,425000
3,2.5,21096,2004,419000
7,3.25,8521,1986,419000
1,1,3774,1924,415000
4,1,4329,1927,415000
5,3.5,9742,2006,405000
5,3.5,6031,2014,395950
2,1.75,2723,1923,390000
4,1,117176,1942,389900
4,2.5,5556,2003,381500
3,1.5,8400,1968,380000
3,1.5,16170,1988,375000
4,2.5,9428,1978,375000
4,2.5,5000,2006,375000
2,1,5650,1920,374000
3,2.5,4307,2004,368000
3,1,7573,1977,355000
2,1,8511,1949,353000
4,2.5,13721,2009,353000
3,2.5,4760,2010,347500
5,2.75,6858,2003,340000
4,2.5,6200,1998,334000
3,2.25,4080,1907,330000
3,2.25,7200,1979,280000
2,1,10404,1935,275000
3,1,27215,1943,275000
4,1.5,8786,1966,272750
5,2.75,5250,1911,265000
3,1,7420,1944,264250
3,1.5,9750,1954,260000
3,1,13184,1959,260000
2,1,7870,1949,251000
3,3,2003,2006,249950
2,1,5900,1950,245000
3,1,5870,1941,242500
3,1,7380,1959,242500
5,1,9282,1966,235000
3,1,11652,1971,216500
3,1,7500,1968,215000
3,1,6134,1948,209977
3,2,8384,1985,205000
3,1.75,9871,1968,199000
3,1,2550,1978,133400
3,4.25,35000,1997,3800000
4,3.25,22257,1990,3640000
2,2.75,32044,1989,1900000
6,2.75,6952,1930,1870000
4,3.25,1880,1914,1850000
5,3.5,7821,1958,1490000
4,2.5,27589,1966,1430000
3,3,3600,1911,1390000
4,3.25,3604,1913,1270000
3,3.75,24740,1997,1210000
3,2.5,24437,1991,1150000
4,3.5,4200,1925,1000000
4,1.75,7834,1958,949000
4,3.5,8098,1952,860000
5,2.75,9600,2014,845950
4,3.5,40139,1986,840000
2,2,3600,1926,825000
4,2.25,4104,1928,808000
4,2.5,38032,1991,805000
4,2.5,28563,1984,775000
3,2.5,241200,1998,775000
3,2.5,7348,2010,739000
4,3.5,7605,2013,735000
3,2.25,130680,1977,730000
4,2.5,4400,1910,711000
3,2.5,36820,1992,710800
2,1,6000,1942,710000
4,2.5,7312,1988,699000
3,2,4320,1999,699000
2,2,989,2014,680000
5,3,6500,2000,680000
3,1.75,8000,1972,665000
6,2.25,25600,1957,662500
4,2.25,5120,1954,650000
3,2.5,15304,1979,649950
3,2.5,14374,1983,622500
3,2.25,212137,2005,620000
3,2.5,3630,1998,618000
5,3.5,10542,1974,600000
4,2.5,6318,1988,599950
4,3,217800,2006,570000
3,2.5,5200,1989,559000
4,1.75,94525,1988,555000
3,3,188760,1979,555000
2,1,5000,1924,552000
3,2.25,5111,1934,550000
4,3.5,6587,2014,549995
4,3.5,5690,2014,549995
3,2.25,40518,1967,530000
4,1.75,8311,1950,512500
2,2.5,1157,2014,499950
4,2.25,13457,1974,475000
3,1.75,7200,1954,472000
3,2.75,5090,2007,452000
5,3,5500,1951,445000
4,2.5,5257,1989,445000
3,1.75,29735,1957,440000
4,2.5,7928,2011,440000
2,1,8100,1953,438400
3,2.5,4709,2003,425000
4,2.5,5539,2004,423000
3,1,5623,1922,420000
2,1,3750,1904,415000
4,2.25,27345,1976,410000
3,2.25,1149,2008,400000
5,2.75,12253,1960,396000
2,1.75,426450,1966,390500
2,1,1800,1909,390000
3,2.75,3292,2014,384205
4,1,94525,1979,371000
3,2,53882,1955,357000
5,2,8220,1956,340000
3,2.5,1211,2004,336000
2,1,3844,1923,335000
2,1,6000,1955,324000
3,1,8505,1958,315000
4,2.25,9600,1966,305000
3,2.5,4650,2011,299950
2,1,4000,1918,290000
4,2.25,3560,2010,288000
4,2.5,7930,1989,286000
2,1,3088,2005,285000
3,2.5,6600,1994,250000
3,2.5,6840,1984,248000
4,1,8763,1971,227000
2,1,4758,1947,225000
3,2.5,15463,1968,200126
4,1,6030,1947,175000
5,4.25,16471,1980,1900000
5,4.25,12015,2014,1210000
5,3.25,50094,1973,1040000
4,3.25,8400,1912,1030000
4,3.5,20023,2001,970000
4,2.75,4000,1925,895000
3,2.5,14890,1985,853505
3,2.5,11570,1994,850000
3,2.5,9897,1959,799000
3,2.5,203860,1994,755000
3,1.75,4000,1924,720000
4,3.5,5400,1920,690000
3,2.5,14248,1977,680000
4,2.75,3200,1931,675000
4,3.5,3127,2011,674950
3,3.25,2000,2001,650000
3,2.5,11575,1957,650000
4,2.5,45860,1989,585000
